Gene	Num
ZC3H13	7
RTTN	7
PCDHA2	7
UBE3C	7
CGNL1	7
KIF2A	7
ABCC1	7
TNRC18	7
SIGLEC9	7
ESYT1	7
ARHGAP12	7
ANLN	7
DAB2IP	7
C10orf71	7
PTGS2	7
C9orf43	7
DAAM1	7
NELFCD	7
ITK	7
TTC37	7
ZNF652	7
GPLD1	7
PMS2	7
SALL4	7
CCDC191	7
SEC23B	7
GUCY1A2	7
PCDHB5	7
PLA2R1	7
CEP120	7
SATB2	7
CDKL3	7
GRIN2C	7
SPATA31A1	7
EPHA6	7
PPP2R3C	7
MCM10	7
CUL1	7
OSBPL1A	7
POP1	7
ZNF532	7
PDXDC1	7
G3BP2	7
SHOC1	7
DLEC1	7
ROR2	7
INSRR	7
MTMR4	7
XPO7	7
ACVR1B	7
OLFML2B	7
GDF9	7
TMEM131L	7
SMARCA5	7
AGO4	7
PTPN14	7
ELOA2	7
CDC5L	7
COL8A1	7
EPS8	7
NPAT	7
SMC3	7
CCIN	7
ALG13	7
APAF1	7
CEP85	7
ZC3H12A	7
SLCO1B3	7
PCDHA4	7
PRKD3	7
BNC1	7
ARHGAP20	7
C9orf131	7
MTTP	7
DCAF11	7
ACTG1	7
ALDH18A1	7
RNF40	7
SPAG6	7
DDX21	7
GAB3	7
IGSF9B	7
APLF	7
ANKRD24	7
DALRD3	7
ZNF438	7
DCLK2	7
PLIN4	7
SCAF8	7
RPS6KA6	7
TNFAIP3	7
LRRC37A3	7
PGAP1	7
ODF2	7
PCDHGA6	7
NPC1	7
PDE1C	7
CYFIP1	7
CRIM1	7
TGFBI	7
SLC16A1	7
ERC1	7
HERC5	7
THOC2	7
ZNF431	7
BTK	7
FHDC1	7
DNMT3A	7
SETD5	7
OR5R1	7
BTRC	7
ORC1	7
NFKB2	7
ADCY7	7
PLA2G4F	7
LONRF2	7
KIF24	7
LRRCC1	7
MBTD1	7
FRMD3	7
SPTBN5	7
USP31	7
SUOX	7
CD19	7
CYP11B2	7
OFD1	7
IL6ST	7
DENND3	7
NCAPD3	7
CABIN1	7
NUTM1	7
PTPRH	7
RGS9	7
ZNF780B	7
VPS35L	7
GAD2	7
EIF4ENIF1	7
CRAT	7
POM121	7
IGDCC3	7
CPXM1	7
POSTN	7
MAST2	7
SEC24B	7
CTAGE6	7
ATP2C2	7
EFTUD2	7
IBTK	7
OR6K2	7
ADGRE5	7
PIK3C2A	7
ZNF300	7
FAN1	7
ARAP1	7
ADAM19	7
ACIN1	7
BAIAP3	7
PRICKLE2	7
MOV10	7
ADAMTS16	7
PAN2	7
COL2A1	7
PCDHGA7	7
RBL1	7
PDILT	7
LIPN	7
PTK7	7
FRMD4A	7
OR5A1	7
LRP5	7
CNTN2	7
ZZZ3	7
WDR93	7
BRAF	7
NRAP	7
ITGA2	7
ENTPD7	7
AGO2	7
HSPD1	7
SMC6	7
HSPA8	7
RFTN2	7
TRIM67	7
TSHZ1	7
ARFGEF2	7
IL18R1	7
INO80	7
ZNF415	7
TMEM132B	7
CCDC40	7
SMTN	7
ACAD11	7
ZNF695	7
NAT10	7
ATF2	7
TDRD1	7
PTPRA	7
PRRX1	7
ZNF700	7
NFE2L1	7
EXT2	7
RBM15	7
NRP2	7
CCDC185	7
CCDC178	7
ESRRG	7
ACAD10	7
DOCK6	7
INTS1	7
SLC15A1	7
SEC16A	7
FCRL3	7
OSBPL8	7
PDS5B	7
INTS6L	7
CNTNAP4	7
RASGRF2	7
CCDC146	7
AGFG2	7
ESRP1	7
RNF20	7
EXOC1	7
ZNF544	7
POLR3A	7
ANKS6	7
ZNF518A	7
INPP5F	7
CPEB1	7
PCDHA7	7
AP4E1	7
ALDH1L1	7
RBM33	7
MLPH	7
PDZRN3	7
TRPC1	7
ADGRE3	7
EGFLAM	7
LARP1	7
ADGRF5	7
BICC1	7
ENPP4	7
CARD6	7
KIF15	7
TICRR	7
DNA2	7
PCDHGB7	7
SIGLEC8	7
DHX15	7
SMC4	7
UBTF	7
KCNH3	7
GTF2IRD2	7
PNPT1	7
PLEKHG2	7
OR5I1	7
KIF11	7
ATP11B	7
OBSL1	7
SEC24A	7
CPSF3	7
C4BPA	7
FIGN	7
SPRY3	7
STAG3	7
TMTC4	7
MANBA	7
CSPG4	7
MDM1	7
HAS2	7
HSD3B2	7
MTBP	7
DDX43	7
DGKI	7
EFHC2	7
PARP8	7
PAM	7
ZNF578	7
SLITRK6	7
MEPCE	7
DDX42	7
FKBP8	7
PCK1	7
ERN2	7
USP24	7
PLCG2	7
NFX1	7
CACNA2D1	7
RARB	7
THBS2	7
PER2	7
MEIOC	7
FLRT3	7
ZNF236	7
PDE4D	7
PCDHB8	7
INPP5B	7
INTS3	7
WASHC5	7
RASAL3	7
MFSD8	7
ADAMTS3	7
LAS1L	7
GNE	7
CLCA1	7
PRAMEF4	7
CAMSAP3	7
KIAA0319L	7
CWH43	7
SCML2	7
FNDC3B	7
MSN	7
ADAMTS1	7
SLC22A25	7
CLUH	7
SLC38A4	7
TAOK3	7
VIT	7
SUPT20HL1	7
ZNF710	7
EIF4G1	7
MON2	7
TOX4	7
DISP3	7
CPEB2	7
MR1	7
SERPINC1	7
PER3	7
FSTL5	7
UBE4A	7
PPP4R3A	7
TRPC3	7
MROH8	7
CASS4	7
SASH1	7
AVL9	7
SEMA3A	7
DUSP16	7
WDR47	7
LMOD1	7
MARK2	7
WASHC2A	7
KATNIP	7
PPP4R4	7
SMARCAL1	7
PRR14	7
FGD5	7
KCNT1	7
PDE10A	7
ENPEP	7
ALPK1	7
EPHA3	7
BBS9	7
CALD1	7
WDR11	7
TTC29	7
EHHADH	7
ANPEP	7
TET2	7
NRDE2	7
HOOK3	7
KDM5C	7
GTSE1	7
MTO1	7
KLHL41	7
MARCHF7	7
FAP	7
RGS3	7
SYNPO2	7
LETM1	7
RGS12	7
CFAP70	7
FERMT3	7
CC2D1B	7
WNK4	7
GNL3L	7
CFP	7
MEI1	7
ARHGEF7	7
PBRM1	7
ZNF623	7
CDK13	7
MAPK4	7
ATG2A	7
HCN3	7
JAK2	7
RFX5	7
NAALAD2	7
ZNF334	7
SMG5	7
ARHGAP26	7
AAK1	7
DDX55	7
PASK	7
EPS15	7
FSHR	7
AGO1	7
TRAPPC10	7
AP2A1	7
CCNT1	7
MYO9B	7
AFF4	7
PCED1B	7
CILK1	7
PCDHGB2	7
VLDLR	7
WRN	7
CPNE8	7
VNN2	7
CHRM2	7
PARP4	7
MYBPC2	7
CNBD1	7
AASDH	7
KASH5	7
ANKFY1	7
LRRN3	7
MAP3K6	7
PPFIBP1	7
REV1	7
LRRTM4	7
SLC12A2	7
NLRP12	7
MAN2B2	7
SNTG1	7
MAGEC3	7
DCT	7
ATP8B3	7
WDR62	7
SFMBT2	7
AGGF1	7
HCFC2	7
ZNF233	7
ADAMTS12	7
KNTC1	7
TEC	7
MDGA1	7
HGS	7
PLXNC1	7
DEPDC1	7
PPM1E	7
PIGR	7
KTN1	7
NECAB1	7
PRKCB	7
CKAP2	7
TNPO3	7
ADAMTS5	7
HSPA5	7
MAP4K4	7
ATP2B4	7
SYNE3	7
SRRM4	7
STAB1	7
SLC26A3	7
ZFP64	7
TPP2	7
PLXND1	7
EXOC4	7
CLMN	7
PLCB2	7
ZBTB5	7
GPATCH1	7
PPP2R3A	7
KRT19	7
TRPC4	7
SLC25A12	7
DDX20	7
ZNF180	7
PSG6	7
KMO	7
MAN2A2	7
CDH24	7
GABRA3	7
DCTN1	7
ZNF565	7
PELP1	7
ECE1	7
ITGAV	7
KIR2DL1	7
CHRNB2	7
OR2L2	7
LYN	7
MYCBPAP	7
OTOA	7
ZNF619	7
ITGA11	7
SRBD1	7
ASXL1	7
GIN1	7
TMEM74	7
HRC	7
WAC	7
DDX60L	7
AGAP1	7
OR4C15	7
ZNF658	7
ESYT3	7
KLHL31	7
CNGB3	7
C7	7
FBXL13	7
PCDHB14	7
ABCC3	7
CUL3	7
EEF1AKMT4-ECE2	7
POU3F4	7
LARP7	7
ZNF675	7
GRHL3	7
MYT1	7
ATP2B2	7
KMT5B	7
ZNF626	7
INTU	7
RNF6	7
SPEF2	7
GRHL2	7
PTGIS	7
SPAM1	7
TTF2	7
ARHGEF9	7
SDCCAG8	7
XYLT1	7
KIF17	7
LRGUK	7
ZBED9	7
SAFB2	7
CHI3L1	7
ABCC2	7
ABCB7	7
DSG3	7
G3BP1	7
MDC1	7
ZNF473	7
ZFP91	7
NKTR	7
CCDC50	7
PCBP2	7
USP47	7
NID2	7
AP1B1	7
DROSHA	7
KIR3DL2	7
NR3C2	7
PCDHAC1	7
PCDHA1	7
ABL2	7
PSD2	7
NAALADL2	7
SPECC1L	7
KCNB1	7
RAD51AP2	7
N4BP2L2	7
ADPRH	7
ALCAM	7
SLC22A6	7
EEF2K	7
SH2B1	7
TRAF3IP3	7
DNMT1	7
SYN1	6
PCDHA13	6
SLC16A2	6
CRMP1	6
PDS5A	6
UTP14A	6
ZNF770	6
ZNF551	6
ZNF420	6
TIMELESS	6
CDH17	6
FMO4	6
ALDH1A1	6
PINK1	6
PELI2	6
ARHGEF5	6
YME1L1	6
TRIM55	6
CDH6	6
MAGEB4	6
RANBP17	6
ACO2	6
SMCR8	6
BEND2	6
ARMC5	6
LMAN1L	6
FAM83B	6
NCAPH	6
ZNF502	6
KANK2	6
PLEKHH1	6
SWT1	6
KRT2	6
ZNF281	6
SLC6A4	6
GNPAT	6
ARID5B	6
ADGRL1	6
DACH2	6
CAPN2	6
MPP7	6
SIMC1	6
CD1B	6
TUBA1C	6
COL9A3	6
LARGE1	6
NLRP9	6
CLASP1	6
KPNB1	6
FAM135A	6
BPIFB1	6
CEMIP	6
DOK5	6
USP54	6
BOC	6
ITGA4	6
MCF2L2	6
ZNF808	6
PIWIL3	6
HMGCLL1	6
FERMT1	6
XRCC4	6
IQCB1	6
PTBP1	6
TRAF7	6
SSRP1	6
ZNF160	6
PRKG1	6
MAP4K1	6
GLG1	6
ITPKB	6
NUDCD1	6
IQGAP1	6
EPM2AIP1	6
ALDH1A3	6
OR13C8	6
TEKT5	6
FARP2	6
CCDC14	6
ABL1	6
DEPDC4	6
CPA1	6
KNG1	6
LNX1	6
NFKBIZ	6
DCBLD2	6
IP6K3	6
ILF2	6
IL27RA	6
ARHGAP24	6
SUZ12	6
PRSS12	6
ASAP2	6
TLK2	6
SLC12A6	6
KIAA1522	6
URB2	6
GPR161	6
LRCH2	6
COPG2	6
NOL11	6
UGT2B10	6
USP13	6
HIP1	6
NUP210	6
PCDHB10	6
ABCB6	6
VCP	6
RPL22	6
MAP1B	6
PLD5	6
OR11L1	6
DLG5	6
GLT8D1	6
ALG10B	6
NCOA2	6
KCNJ15	6
SLC39A6	6
LY9	6
SLC30A10	6
NLGN2	6
CASQ2	6
MBTPS1	6
USP25	6
PLEKHA4	6
PLK4	6
ERG	6
COL6A1	6
SRPRA	6
CACHD1	6
CFAP91	6
ZBTB40	6
MASTL	6
NPY1R	6
OR5H1	6
CDH4	6
KIF4B	6
SLC24A1	6
TAS2R16	6
TPP1	6
GALNT13	6
SYNGAP1	6
TSHR	6
ABCB10	6
ZNF692	6
ARHGEF10L	6
ZNF366	6
BRAP	6
PCDHB15	6
RO60	6
SP4	6
PCDHA12	6
CDHR2	6
NTRK2	6
CENPC	6
MYCT1	6
EBF1	6
RHBDF2	6
LBR	6
P2RY10	6
CLSPN	6
VPS54	6
ZSCAN5A	6
IGSF9	6
MYNN	6
CPT2	6
PTPN12	6
PRB2	6
AVPR1B	6
RASAL1	6
SENP6	6
ARMCX1	6
KCNN2	6
HTR5A	6
GFM2	6
PRAMEF2	6
ZBTB2	6
SLC44A5	6
RASA3	6
GLCE	6
HSPA12A	6
KL	6
ARPP21	6
AMOTL1	6
NOD1	6
TASP1	6
LPP	6
DONSON	6
TFE3	6
ZBTB49	6
CEP112	6
UBAP2	6
PHC3	6
EVC2	6
NAA16	6
PITRM1	6
TEX11	6
MED24	6
ATP7B	6
SLC4A3	6
VPS41	6
ENPP7	6
CCDC57	6
HHLA2	6
AMPD3	6
SIM1	6
LRIF1	6
CNDP1	6
ADAD1	6
ACOX3	6
AGO3	6
OR6K3	6
SH3RF1	6
DEPDC5	6
NPFFR2	6
PTPN3	6
TYR	6
WDR3	6
BTN3A3	6
RBM19	6
LAMC2	6
XPO6	6
ITIH1	6
EPPK1	6
VIL1	6
ZNF267	6
PSG11	6
YTHDC1	6
AKNA	6
LRSAM1	6
SIRPB1	6
SBF1	6
GSPT2	6
ZNF721	6
ALPK3	6
ZFAT	6
IFT140	6
TIAM1	6
EPHA1	6
ETV1	6
GMEB1	6
MYBPC1	6
FMO2	6
OR6B1	6
ATP6V0A1	6
FAM160A2	6
KIR2DL4	6
GAPVD1	6
CAPRIN2	6
GLA	6
OR10G4	6
PIGW	6
PRAM1	6
MAN2B1	6
ATP13A1	6
ANKIB1	6
JADE2	6
CDRT1	6
EPB41L4A	6
STAT2	6
PIP5K1A	6
HNRNPA2B1	6
RAI14	6
MARS1	6
MOAP1	6
MTR	6
PTPRN2	6
AXL	6
ZNF239	6
CHEK2	6
TCP11L2	6
PROSER1	6
SULF1	6
PPARGC1B	6
PKD2	6
MORC2	6
LRRN1	6
GOLIM4	6
EHD1	6
CPT1A	6
ACSL4	6
ZC3HAV1	6
SAE1	6
OR14I1	6
DUSP10	6
RECQL5	6
CDH7	6
MDH1B	6
PPP1R10	6
CSTF2T	6
ZNF518B	6
ATP4A	6
ZNF200	6
PPEF2	6
MAPKAP1	6
MAML3	6
RHOA	6
MCM4	6
RC3H2	6
ANKRD6	6
PRPF6	6
WDR35	6
PLA2G6	6
TAS2R1	6
MYOCD	6
SSH2	6
BCAR3	6
SEC61A1	6
GRIK3	6
PIWIL2	6
PHF2	6
NEIL1	6
TGM1	6
CBX8	6
ZBED8	6
TBC1D22B	6
RPH3A	6
DNAJC6	6
TMEM132E	6
WASHC2C	6
TBC1D15	6
ZNF582	6
GYS1	6
UBA6	6
MAGEB3	6
SARM1	6
ZNF586	6
PDE6A	6
HLF	6
HNRNPH2	6
SARS1	6
KIF2B	6
ZMYND8	6
SLC44A1	6
FLT1	6
RBMS3	6
YTHDF1	6
NEURL4	6
AEBP1	6
SYT14	6
ZNF527	6
HSPA4	6
TFAP2A	6
BCL9L	6
PLXNB1	6
SAMD15	6
C14orf93	6
HDAC1	6
DENND5A	6
GARNL3	6
CRTC2	6
SNCAIP	6
ZC3H7A	6
PER1	6
HHIPL2	6
SDR16C5	6
HDAC5	6
FLII	6
MED1	6
PCDHB13	6
HNRNPK	6
PHKA1	6
PARD3B	6
IQCH	6
TRPM4	6
MICU1	6
SLC17A6	6
IKBKB	6
GLB1L3	6
PABPC3	6
IQUB	6
THBS1	6
PDIK1L	6
ZNF681	6
MSH2	6
NOBOX	6
USP45	6
SLC6A3	6
DAB2	6
GJA5	6
TRIM28	6
PALB2	6
PCM1	6
SLC4A7	6
ACSM2A	6
NFAT5	6
SPOUT1	6
POTEF	6
NPAS3	6
ARSK	6
NELL2	6
SGSM3	6
CORO2A	6
FYCO1	6
NUP58	6
SOS2	6
CFAP69	6
HSPA14	6
ZCCHC2	6
SIN3B	6
RNF19A	6
MYO5C	6
ZNF394	6
MCM6	6
CMAS	6
ABCB5	6
DLGAP1	6
SCML1	6
KCNH2	6
CYP3A7	6
UBQLN4	6
NXF1	6
TGFBR3	6
CDK19	6
FOXO4	6
LRRC32	6
PPAN-P2RY11	6
CTCFL	6
COPB2	6
DDX4	6
GTF3C4	6
HNRNPUL1	6
PCDHA5	6
TRIP10	6
ALDOA	6
MSH3	6
HS6ST2	6
WTAP	6
TAOK1	6
SCFD1	6
KIRREL1	6
PROX2	6
NPAS2	6
ZNF441	6
UGT8	6
ERMP1	6
TAF5	6
OR4A15	6
UNC5C	6
DNAJC9	6
INTS2	6
LNPK	6
CAST	6
PGR	6
TPCN1	6
IGSF8	6
SYTL2	6
ZNF112	6
SFI1	6
CCDC120	6
PTK2B	6
LRIG2	6
RBAK	6
NRP1	6
C2orf78	6
AMBN	6
TCHHL1	6
ZBTB10	6
LRRC31	6
KIF13B	6
ZBTB24	6
ESRP2	6
EFEMP1	6
MAGEC2	6
ZNF564	6
TTBK1	6
RAB11FIP1	6
RPS6KA2	6
HSP90AB1	6
ZNF17	6
RUNX2	6
ARHGAP18	6
RABEP2	6
KPRP	6
FMNL2	6
MCF2L	6
ADCYAP1R1	6
EIF3I	6
PLCXD2	6
FAM71A	6
EPHX4	6
GJB3	6
ZNF835	6
ZNF280C	6
KCND3	6
WLS	6
MST1R	6
GRK2	6
FANCA	6
CC2D1A	6
ABR	6
ZNF676	6
STXBP2	6
ZFR	6
BMP3	6
NCAM2	6
RASSF5	6
OR8H1	6
CDH11	6
FCGR1A	6
DSPP	6
STARD8	6
APEX2	6
CLTCL1	6
VWCE	6
SPG7	6
MAGEE2	6
ELP2	6
LTBP2	6
TTLL5	6
CPT1C	6
PPARG	6
CKAP2L	6
ARID4A	6
CARD14	6
MYF6	6
GBE1	6
ELL	6
GBP4	6
PAK2	6
ZNF131	6
N4BP1	6
OR10J3	6
SORBS2	6
SCRIB	6
COL23A1	6
TM9SF2	6
PCDHGA3	6
CA11	6
ZNF646	6
SIRPG	6
CENPJ	6
YY1AP1	6
FAM120A	6
ETS2	6
CAND1	6
ZSWIM3	6
ATP8B4	6
P3H1	6
OR5P2	6
ALG5	6
ZDHHC17	6
ZNF823	6
LRP8	6
TUT4	6
TECPR2	6
INPP5D	6
UBE3B	6
PHLPP1	6
PUS7	6
AMPD1	6
LRRIQ3	6
IBSP	6
PDE6C	6
SMC5	6
NIBAN3	6
OSMR	6
OR4D10	6
TBCC	6
RIN3	6
ARAP2	6
ITIH3	6
ZNF347	6
MAGEA8	6
AUTS2	6
RAB9B	6
RASEF	6
ZMYM5	6
IFT88	6
GSPT1	6
ANKRD35	6
TARS1	6
EYS	6
SETD7	6
LGI1	6
USP37	6
IFI44	6
OR7A5	6
PIP4K2C	6
RARS2	6
BICRAL	6
REC8	6
KLHL13	6
GRIP2	6
GSDMC	6
SLC22A16	6
PEAR1	6
LMTK3	6
TBC1D32	6
ARHGEF26	6
ZNF486	6
NOL6	6
ARMH4	6
ZNF718	6
SEZ6L	6
SULF2	6
GPR101	6
ZBTB11	6
AQR	6
GRIN3A	6
CAPN6	6
OR2AG1	6
ADH1C	6
ARMCX5	6
VANGL1	6
ADAM30	6
DHX29	6
OR2G6	6
ENTHD1	6
CYP26B1	6
MTIF2	6
FAM71B	6
CCDC173	6
HYOU1	6
EPB41	6
LIMA1	6
BRPF1	6
MCM3AP	6
GABBR2	6
GPNMB	6
GPR156	6
OR6A2	6
CPLANE1	6
NLRC3	6
GRIK5	6
CEP68	6
PTPRE	6
SPARCL1	6
CDH19	6
ZNF790	6
RSL1D1	6
VPS4B	6
CNGA4	6
SIGLEC1	6
OSCP1	6
CYP7B1	6
AKAP3	6
ARHGAP28	6
IL13RA2	6
TGM2	6
PKP2	6
TRIM6	6
TAF4B	6
OR51E2	6
MEIS2	6
OTUD4	6
C9	6
RSF1	6
OCRL	6
BTBD7	6
TRAFD1	6
NDNF	6
MINDY1	6
KRTAP10-9	6
ZNF418	6
ZSWIM4	6
SYT11	6
NCOA1	6
PNN	6
FBXO33	6
EPC2	6
EIF4A3	6
NUP214	6
ZSCAN21	6
MAEL	6
PASD1	6
ZNF189	6
IFT122	6
VCL	6
HDAC4	6
COPG1	6
ZHX1	6
KRAS	6
INTS4	6
MYO1A	6
KIFC3	6
TMEM87B	6
ARHGEF4	6
API5	6
GPR149	6
TRA2B	6
TTC14	6
CLSTN2	6
ZNF148	6
TRPM1	6
SMAD2	6
LRRC66	6
CHAMP1	6
RFX1	6
CCT3	6
ZIC4	6
EXOSC9	6
HCRTR2	6
NCOA5	6
OSBPL3	6
PDGFRA	6
CDH16	6
DPY19L2	6
RNF113A	6
NOTCH3	6
PHACTR2	6
MYH2	6
BANK1	6
HLTF	6
GREB1	6
UFL1	6
STOX1	6
RARG	6
VPS33A	6
OBI1	6
CLOCK	6
FAM98A	6
PANK4	6
GTF2I	6
CCDC87	6
THOC1	6
SRRT	6
RAD21	6
OR7D2	6
NHSL2	6
HORMAD1	6
MYRIP	6
TRIM23	6
NRG3	6
SEMA4A	6
OR2L3	6
PSMC4	6
HELB	6
PRPF38B	6
SERINC5	6
AKR1C1	6
TRIM46	6
TRAF6	6
CRTAC1	6
ASL	6
CTSS	6
EXTL3	6
FLYWCH1	6
SLC1A7	6
TRIM33	6
LILRA4	6
PRMT5	6
RCN1	6
NBPF11	6
PCDHGB5	6
FMN1	6
MGAT5B	6
DPYSL3	6
PSG8	6
DCLRE1C	6
SUSD4	6
ROBO4	6
NPC1L1	6
LTK	6
ADAMTS14	6
SYNM	6
GPATCH2	6
NIBAN2	6
DHX8	6
PPP1R12A	6
EEF2	6
ARMC3	6
CA9	6
PCDHGA5	6
KPNA2	6
CXorf58	6
UBA1	6
HELQ	6
CCDC88C	6
PTPRM	6
PACS2	6
TSR1	6
IFIH1	6
ADAM15	6
DPYSL5	6
TSPEAR	6
KIAA1755	6
ABCF2	6
HEATR6	6
FAM153B	6
RAI1	6
STXBP5	6
LILRB5	6
IQGAP2	6
KIF6	6
COL28A1	6
MKS1	6
PIGG	6
DZIP3	6
SOX9	6
CCDC73	6
BTD	6
ZPLD1	6
VAV1	6
PRDM14	6
HAND2	6
TBL1X	6
HMGCR	6
CNST	6
ZNF618	6
KHDC4	6
KANK1	6
TXNDC5	6
ATRNL1	6
ZNF875	6
SH3D19	6
A1CF	6
PJA2	6
STAT6	6
KLHL7	6
CLCN6	6
ZFAND4	6
CTTNBP2NL	6
ENAM	6
SFSWAP	6
MPHOSPH9	6
NDUFS2	6
NFATC3	6
DAP3	6
SP140	6
DOT1L	6
ITPRID1	6
RSBN1	6
MCOLN3	6
ZNF606	6
MYBL1	6
NEBL	6
LZTS1	6
MSH5	6
ZNF761	6
GABRB2	6
TTK	6
STK11IP	6
DSC3	6
EML1	6
PDGFRB	6
TMEM145	6
PTPRK	6
ITGB6	6
ASAP1	6
PTPRO	6
ANO6	6
EXOC7	6
ZMYM6	6
LRFN5	6
SMO	6
SPTY2D1	6
SEMG2	6
DENND4C	6
SLC45A2	6
MAP3K10	6
MTUS2	6
KIFAP3	6
HLX	6
HIPK1	6
FER1L5	6
CPZ	6
TTC17	6
ZNF445	6
CRAMP1	6
PTBP3	6
KLF15	6
ZNF235	6
PRMT9	6
ZKSCAN2	6
CCDC170	6
MAK	6
RCOR2	5
TMEM214	5
RAF1	5
ZNRF3	5
PACS1	5
CADM2	5
KCNG4	5
BCL10	5
NSDHL	5
LPIN1	5
TMEM71	5
TFAP4	5
XPNPEP3	5
ANKK1	5
ZNF496	5
EPB41L1	5
ING1	5
USP7	5
ERMAP	5
ECHDC1	5
LDHC	5
CNOT6	5
ASPA	5
EGFL6	5
IQCA1	5
PAK5	5
ARHGAP45	5
H3C13	5
KLK15	5
XRRA1	5
PLAT	5
SLC34A2	5
DAXX	5
SLC28A3	5
SAMD4A	5
TIGAR	5
CHM	5
ANKS1A	5
PABPC4	5
GJA1	5
ZNF816	5
TAF3	5
MEGF11	5
LUZP1	5
IQSEC3	5
PCDHGC3	5
TBC1D12	5
TBX22	5
GRM6	5
RXFP1	5
PSMB5	5
CDCA2	5
CYP11B1	5
CDADC1	5
KPNA5	5
SLCO5A1	5
LRRC27	5
ANKMY1	5
MYLK2	5
GRB7	5
RIC8A	5
ZDHHC15	5
STARD7	5
KCNA2	5
CACNA2D4	5
PPIG	5
FAM169A	5
PKNOX2	5
CABLES1	5
PWWP3A	5
PTPN4	5
FUBP1	5
ILF3	5
BUD23	5
CPD	5
ZFP3	5
GPR174	5
SLAMF1	5
E2F1	5
GSDMB	5
CRACD	5
ABCD3	5
LRFN2	5
APMAP	5
SMG7	5
TOGARAM2	5
MYBL2	5
ABTB2	5
ATP13A5	5
UBE2Q1	5
ZNF215	5
RTF2	5
NBN	5
DENND6A	5
IRF9	5
CRNN	5
ARHGEF10	5
IL23R	5
TUBGCP5	5
ZNF543	5
RNF111	5
DHX38	5
TUBD1	5
TFB2M	5
TMPRSS6	5
GYG2	5
OASL	5
OR5D13	5
CCDC30	5
IL31RA	5
MMP16	5
DNTT	5
PPP1R3F	5
ST8SIA2	5
GGA1	5
MAP7	5
STRA6	5
ARHGAP32	5
PALD1	5
MICALL1	5
GPR142	5
DNAJC3	5
CD44	5
FASTKD1	5
UGT1A1	5
SLC43A2	5
SMURF2	5
MAPRE3	5
MAPK8IP3	5
ATG16L2	5
VRK3	5
CARNS1	5
TXNDC16	5
ZNF439	5
ELF4	5
ARSL	5
GEMIN5	5
B3GALT4	5
RDX	5
TAF2	5
SEMG1	5
SMYD4	5
BMP5	5
AMER3	5
GAP43	5
CDC7	5
ZNF135	5
OR1A2	5
VAV3	5
MYO1E	5
FSD2	5
DHX37	5
OLFML3	5
SNX7	5
OR52K2	5
SNX29	5
SOBP	5
TTYH2	5
IL5RA	5
UBP1	5
AADAC	5
TOP3A	5
GPC3	5
HNF1B	5
EED	5
FAM161A	5
MS4A14	5
ZNF667	5
RBMX	5
PLB1	5
ARNT	5
FCRL4	5
INMT	5
IFT52	5
H3C7	5
NTRK3	5
INPP4B	5
CHN1	5
OR13G1	5
TANGO6	5
CDHR3	5
TSPAN12	5
MED16	5
GALNT2	5
PROM1	5
POLRMT	5
ZNF142	5
RALY	5
MTMR8	5
PTPN21	5
FYB1	5
KCTD21	5
MTMR12	5
CEP131	5
CCDC63	5
ATP1A3	5
MPHOSPH10	5
CHORDC1	5
OR10J1	5
SLC6A6	5
PRKACA	5
CCNA2	5
MAGEB6	5
FASTKD2	5
NR1H4	5
NOA1	5
CROT	5
HBP1	5
AKR1C2	5
ATP1B4	5
FBH1	5
ATG16L1	5
PRKD2	5
PCDHGA4	5
CPNE5	5
MMS22L	5
BTBD1	5
C7orf31	5
SIGLEC6	5
SYDE1	5
ZNF665	5
WASF1	5
NMT1	5
ASB17	5
TRPM2	5
RTN3	5
FIP1L1	5
OR5L2	5
SEZ6L2	5
PLEKHM1	5
ZNF99	5
C2orf42	5
DIS3L	5
PRKX	5
EXOC6B	5
DNHD1	5
SRPK1	5
PHC2	5
GBA2	5
ZNF829	5
SMC2	5
CCDC148	5
OTOP3	5
CATSPERB	5
HELZ2	5
SNRK	5
FAM83A	5
ENOX1	5
SLK	5
TRIM13	5
LTN1	5
SLC7A3	5
RAB40A	5
MTA3	5
GALNT11	5
BROX	5
POF1B	5
ZC3H15	5
ETV5	5
OR4C46	5
SPECC1	5
LRRC42	5
ZDHHC5	5
JAKMIP3	5
CACNB2	5
SLC24A3	5
WIZ	5
RLN2	5
TTC23L	5
ZNF184	5
DDX31	5
VWA7	5
MTCL1	5
FSTL4	5
PWWP3B	5
ZNF800	5
ZNF510	5
ARHGAP17	5
EXOC6	5
PRMT3	5
FBXL5	5
XPR1	5
PTDSS1	5
GABRG3	5
DENND4A	5
CAMK2D	5
TMTC2	5
ITGAL	5
ALOXE3	5
KIFBP	5
ECT2L	5
FRRS1	5
RHOT1	5
SLCO1B1	5
ADAM23	5
BRS3	5
HGF	5
ATG4D	5
SNX13	5
OR6X1	5
KLC4	5
INCENP	5
IWS1	5
ITGB8	5
FAM186B	5
OR51Q1	5
UNK	5
SNX25	5
UBA7	5
DENND2B	5
GTPBP3	5
TGFBR2	5
ADNP2	5
IPO5	5
KLF7	5
CCDC181	5
TULP4	5
LY75	5
ZFP69	5
ZNF813	5
FOLH1	5
HCN1	5
LRR1	5
MMP15	5
DUSP19	5
PARP6	5
ZNF689	5
CLCN3	5
CYP4A11	5
POU5F2	5
IGF2BP2	5
CDK11B	5
PNLIPRP1	5
SLC39A7	5
