gene	lowMean	highMean	logFC	pValue	fdr
HMGN1P8	1.88887363692689	0.693711602209945	-1.44511827189313	3.006395590504e-19	1.9617776588177e-18
MALAT1	326.430696654275	92.0938628913444	-1.82559980695575	4.53772825528704e-10	1.16888543894476e-09
AC113346.1	0.523761059479554	1.59616804788214	1.60763184200077	2.32657942354806e-05	3.78517426862495e-05
PARP15	2.62840114622057	1.29727467771639	-1.01870149623485	1.33170062752218e-14	5.36667326978729e-14
SNORA22	6.45979863692689	1.30493950276243	-2.30750626959	1.00748090123724e-09	2.5196600746315e-09
AC068790.4	1.88045139405204	0.820569613259668	-1.19638138055468	4.70151326455809e-15	1.98056603376888e-14
ANXA8L1	3.63657013630731	1.81481252302026	-1.00275788086783	2.49101301087793e-19	1.64264679803323e-18
PENK	2.54640250929368	0.393656261510129	-2.69345215268066	4.60874208011307e-07	8.87042782843915e-07
CHRDL2	8.47276998141264	2.92276961325967	-1.53549758986711	1.23559026137351e-07	2.51546111194495e-07
RNY1P13	2.63967252168525	1.13399005524862	-1.21895097130773	3.48885311471516e-21	2.8903052039009e-20
GPRASP1	5.29502785006196	2.3259561694291	-1.18681436156217	8.27962184320204e-59	7.07866269484558e-55
AC096720.1	2.71283915737299	1.31790009208103	-1.04156250755595	4.35062379438589e-16	2.05444121127325e-15
AL121672.2	1.84338035935564	0.84441832412523	-1.12632399340332	1.65078043124442e-15	7.30693621378419e-15
AC002064.2	4.08143420074349	1.42432891344383	-1.51879385951874	1.72376884593366e-33	8.34978002737101e-32
COL9A1	3.62343358116481	0.333010313075506	-3.44371868718173	1.55772630099963e-15	6.91294109026542e-15
MAMDC2	6.94381158612144	3.29697532228361	-1.0745847135841	2.00752070866916e-31	6.94870376468299e-30
AL133330.1	2.31332670384139	1.09438204419889	-1.07985256276693	9.49438018252964e-33	4.00850387014998e-31
SLC25A15P5	2.22480142503098	0.807629373848987	-1.46191128565988	3.1715619939729e-19	2.06435243756919e-18
AL031846.2	1.4718894361834	0.661832596685083	-1.15313105028146	6.04794761746653e-54	2.0682771262212e-50
AC016590.2	3.40362769516729	1.34791694290976	-1.33634163482267	1.40866044382396e-28	3.02596544333491e-27
SELL	39.8302602850062	18.9118394106814	-1.0745752174586	1.18087261728022e-09	2.93058648517772e-09
RPL11P3	1.8296842936803	0.75077532228361	-1.28514160226167	1.2071829043237e-27	2.28589374097796e-26
IL17RD	17.4903986988848	8.64249272559853	-1.01704378701876	2.05814143998544e-42	5.41417853574016e-40
NR4A3	5.75628001858736	2.80846841620626	-1.03535319619106	8.49634042192318e-13	2.86489696064809e-12
MIR4312	2.54176936183395	0.983366850828729	-1.37003149923614	5.81436980540217e-22	5.24643320857898e-21
PGM5	5.07813596654275	2.40696887661142	-1.07708153638834	8.80845270790822e-36	6.1727759365788e-34
COL9A3	16.707549039653	7.79349281767956	-1.10015815631317	0.000612690372300011	0.000872523750808519
RNU6-125P	1.68799414498141	0.754961878453039	-1.1608341968987	1.75763957960475e-16	8.62378168483834e-16
IGSF10	2.74074885377943	0.741055064456722	-1.88691748228841	2.27484499742979e-44	1.11135927460149e-41
AL513327.2	2.27799104708798	1.12339419889503	-1.01989781890471	9.36295385653184e-18	5.20641131684026e-17
BCAR4	0.586904058240396	1.67024815837937	1.50886587912379	0.0338716834749242	0.0402762111083261
LEPR	5.37431242255266	2.44530009208103	-1.13606866490705	8.0929198530103e-41	1.48796598458735e-38
AP000331.1	2.64974498141264	0.72245423572744	-1.87487541021779	3.70172115914343e-23	3.88079277131781e-22
TPH1	4.99438832094176	2.39359898710866	-1.0611265274229	1.11309254603576e-16	5.56839363506889e-16
PAX5	1.78168729863693	0.711703683241252	-1.32389554635466	1.53762800589799e-07	3.09826788508717e-07
AL596442.3	0.896598017348203	2.15690276243094	1.26642792406807	3.84359549578685e-09	9.07381463239809e-09
MUC5AC	0.206816883519207	3.13440276243094	3.92176470406091	0.0241925957260686	0.0292407714936062
FAT2	4.46331359975217	1.77141878453039	-1.33320985354763	1.93545100768274e-36	1.51115419088435e-34
MIR3192	1.61685594795539	0.735838581952118	-1.13572992146949	4.24970504921424e-09	9.97744152636473e-09
IBSP	5.97646719330855	23.4389498158379	1.97154309490712	1.95630756038434e-09	4.7522237498241e-09
WIF1	22.9660969950434	4.075794106814	-2.49435261761019	3.27516119914783e-18	1.91394331319989e-17
SNORA5A	3.9735550495663	1.58290976058932	-1.32785131979215	2.13398838642222e-06	3.85841888753659e-06
AC007787.2	1.46597704460967	0.580812891344383	-1.33571713290519	3.59213353904246e-23	3.77516234690148e-22
ATOH8	1.47558683395291	0.699609944751381	-1.07666611962817	2.40950594847653e-26	3.84329684822763e-25
SCN4B	8.0960550495663	3.68329834254144	-1.13622084129135	4.90650690244653e-40	7.69691390137002e-38
MIR145	11.0010751858736	2.58641132596685	-2.08862089658383	7.09988485534659e-34	3.67881609519913e-32
ENPP2	23.6512397459727	11.7837571823204	-1.00511620102259	2.43028684854941e-33	1.14477892075334e-31
KRR1P1	1.51322329615861	0.642857642725599	-1.2350536908578	2.50226111039614e-22	2.35736433755722e-21
TRAJ3	1.92484225526642	0.933628453038674	-1.04381978480337	1.53680286413238e-07	3.09697020315846e-07
CYP11A1	4.80576449814126	0.842547790055249	-2.51193552765389	1.63180926618289e-14	6.51314347396387e-14
MEOX2	10.1375743804213	4.36314604051565	-1.21627183105462	2.42749564859231e-25	3.39948796849139e-24
SNORA79B	6.58873416976456	1.24184972375691	-2.40751071712429	1.27064229759373e-11	3.82377906486364e-11
ARHGAP40	24.0613455700124	9.09369742173112	-1.40377841722966	6.41456857192745e-11	1.79719331494982e-10
MUC7	2.62902611524164	0.402267495395948	-2.70830139989464	1.48265992532797e-14	5.94698617480248e-14
TSHZ2	6.65506366171004	2.9885697053407	-1.15499727434105	1.50658863825758e-40	2.62868970669045e-38
MTATP8P2	10.1750950123916	22.0747504604052	1.11735486324322	0.0161495636489866	0.0198834525370119
KLK14	41.4057166976456	12.9937834254144	-1.67200840347227	0.000211915002766344	0.000315153820302992
TNXB	6.03387688971499	2.18006979742173	-1.46871093594693	4.91568938386888e-34	2.61848513317053e-32
MIR200B	2.53892131350682	1.21074346224678	-1.06832247081609	4.55906365506743e-15	1.92340067697997e-14
ALG1L	3.58185799256506	9.24078241252302	1.36730686816589	2.67300198395037e-10	7.04681790372608e-10
TAC1	2.36914166666667	0.48574014732965	-2.28610783160655	3.30940277051634e-26	5.19627896905959e-25
LGALS7B	14.4771631350682	6.6810985267035	-1.11562168790607	1.33120303342155e-07	2.69982690884534e-07
ARHGAP20	1.85109625154895	0.920858747697974	-1.00732813242747	9.3656646947134e-39	1.13576950790712e-36
SNORD15B	30.2076152416357	2.08081998158379	-3.85968823072776	0.0202291251972789	0.0246383511466822
BCL2L1-AS1	1.67790328376704	0.520770902394107	-1.68793881302914	2.96104076352123e-06	5.28340144166227e-06
AC005326.1	1.5597332094176	0.583832965009208	-1.41767170159005	2.03234024733905e-13	7.23526668524889e-13
SNORD94	14.8550706939281	5.09294751381215	-1.54438271634448	3.23682672969952e-21	2.68933431735336e-20
AC093838.1	15.979137732342	6.96384622467772	-1.19823330859775	5.71445430790747e-07	1.08943532401505e-06
AC011498.4	1.7142051425031	0.7769894106814	-1.14157292821479	5.13613653418549e-14	1.95118415014525e-13
IGHA2	524.374096437423	259.1041893186	-1.01706407772976	3.60144816907275e-15	1.53760704726529e-14
DSC3	19.7831294609665	8.81077569060773	-1.16692971865397	1.11576091451368e-28	2.43925458508366e-27
AC011465.1	1.47344804832714	0.734613535911602	-1.00413880961897	9.93215775562739e-15	4.05515676846879e-14
CEACAM7	0.962441232961586	2.01309760589319	1.06464676666445	0.00204814078815877	0.00277022301350473
MGAM2	2.68046505576208	0.75607744014733	-1.82587741424097	3.6040224154098e-33	1.64773206633936e-31
AL445933.2	1.58074216232962	0.518428913443831	-1.6083839798002	1.12749800299436e-27	2.14928521217398e-26
CD300LG	3.20039690210657	1.0978849907919	-1.54352390184545	9.64994812606055e-21	7.60038982070518e-20
AC027644.2	1.54492255266419	0.606216022099447	-1.34963062957959	1.17883847761637e-21	1.02946675836375e-20
IGLVI-70	4.04582729244114	2.00752182320442	-1.0110190647409	0.00593113898752557	0.00763276477366597
AUXG01000058.1	1.50010879801735	0.732544935543278	-1.03407797378802	5.3280070442357e-28	1.05811373344235e-26
AC022509.1	2.00730535935564	0.885272007366482	-1.18106739319546	3.86379346635439e-25	5.25174916384688e-24
AP003306.1	2.00778609045849	0.982589134438306	-1.03094538190375	7.71317081900095e-09	1.76721838180487e-08
SYT5	0.660237484510533	1.48313581952118	1.16759376598561	0.000172397465297489	0.000258467712329835
VEGFD	2.90413677199504	0.99729364640884	-1.54201913534638	9.83438804981574e-18	5.45968185921426e-17
AC093416.2	1.67619507434944	0.702656261510129	-1.25429905606849	2.62817605091487e-25	3.65954253213301e-24
FOS	391.197370260223	193.922304788214	-1.01241792150031	2.63749863129801e-14	1.03082489363576e-13
IL17B	4.18272245972739	1.59945644567219	-1.38686056521895	4.6792398291831e-15	1.97166884768856e-14
NNAT	6.25732750929368	3.05836942909761	-1.03278393240878	4.55419937309892e-27	7.94614847761413e-26
LINC02487	3.8115239157373	1.7502408839779	-1.12281443599567	9.44617187466427e-08	1.94521476959186e-07
LORICRIN	7.19399615861214	0.159925690607735	-5.49131977073049	8.80423250729871e-11	2.43322404464685e-10
AC099677.1	16.2668075898389	6.123197053407	-1.40957412854596	3.75224230289266e-44	1.60398977842904e-41
SPIB	6.63933894052045	2.6189335174954	-1.34206016695816	1.26550294955789e-09	3.12790328628077e-09
DDC	0.481604925650558	3.41259613259668	2.82494763466668	0.0111189867143635	0.0139213263402579
AL606500.1	1.44168980793061	9.54271979742173	2.72663972179836	8.993752173506e-11	2.48239174196576e-10
MMRN1	6.33979055142503	2.24030138121547	-1.50074235173002	3.52426586008293e-32	1.38532004463352e-30
CEACAM6	161.85845783767	338.466112799263	1.06427864364756	0.0345524401905562	0.0410485789502129
MIR553	2.39825619578686	1.02829972375691	-1.22172494862882	1.40432023322247e-11	4.20165733471059e-11
CHGA	176.583819733581	35.8532216390424	-2.30017849063496	0.00255658641149671	0.0034213877318762
GPR12	2.69638070012392	0.750513259668508	-1.84507473806329	1.46856685631682e-19	9.96469233181004e-19
TRBJ2-7	4.28590749690211	2.03819972375691	-1.07230528402515	9.03161189910522e-09	2.05853814799787e-08
CRISPLD1	58.8866837360595	29.2458992633517	-1.00970707870046	2.91414121447008e-27	5.21768592944753e-26
ALKAL2	3.21160743494424	1.24852974217311	-1.36306536919236	5.65470371220901e-26	8.6330159620591e-25
RSPO1	5.13500226146221	1.69035248618785	-1.60304079140695	7.11971230472727e-30	1.86717731132717e-28
CDO1	11.3748530049566	5.67190386740331	-1.00394291597382	2.4469100429462e-28	5.11487956287739e-27
AC068587.2	3.10920960346964	1.5419438305709	-1.01179766525217	3.06351704890002e-26	4.82793345798539e-25
PABPN1P1	1.77470656753408	0.743713443830571	-1.25476175056505	1.89211049850942e-27	3.52047849989255e-26
SNORA47	3.73067865551425	0.589831031307551	-2.66106446758854	1.25104544794642e-12	4.14727144521827e-12
EDN3	4.18351589219331	1.3776288213628	-1.60252868478123	3.57175529808577e-34	1.95122823776257e-32
FOSB	61.637779708798	24.0572637200737	-1.35734233530422	1.17093345876528e-13	4.28090468493212e-13
AC006059.1	2.24283587360595	0.916004788213628	-1.29189700582664	1.18560982256275e-42	3.32340038622958e-40
AC098851.1	2.13789959727385	0.943420994475138	-1.18022048955558	5.62736066854081e-40	8.74747637012539e-38
AC094019.2	1.90447512391574	0.922884806629834	-1.0451709549068	2.09590114920241e-21	1.77943464499563e-20
MMP1	30.8168703841388	73.7636600368324	1.25918988580803	4.93264509011633e-15	2.07231691390416e-14
MIR29B2CHG	3.6476280669145	1.60091399631676	-1.18806282550808	9.81231858627692e-23	9.74903169708013e-22
RNA5SP123	2.07652010532838	0.571903959484346	-1.86032304137017	6.87972119444709e-15	2.85941547651558e-14
MIR1972-1	2.23857664188352	0.714470165745856	-1.64763603764095	1.00852297721672e-09	2.52189739506123e-09
AQP7	3.49883816604709	1.51963839779006	-1.20314786506035	8.40571800347611e-13	2.83601760342222e-12
AC243562.2	2.02212125154895	0.840137845303867	-1.26717154543345	1.36169961212348e-32	5.6240825284298e-31
RNVU1-27	5.3614478314746	2.28030202578269	-1.23339772382453	8.29742128371403e-05	0.000128372789115297
CCL21	66.5161328686493	32.2146274401473	-1.04598838511161	1.37294138302845e-12	4.52940858738249e-12
FAM83A	2.81859451672862	6.45478554327808	1.19539321698256	3.15398814999089e-05	5.0690895175011e-05
MIR4539	6.56509352540273	2.48277274401473	-1.40286335054517	1.91819832308013e-05	3.15074669801606e-05
SLC19A3	3.25142568153655	1.45424880294659	-1.1607983315731	6.91056029524358e-18	3.89979110522673e-17
TRBJ1-2	2.83135188971499	1.39414898710866	-1.02210631879068	9.14399494185171e-11	2.52263906922753e-10
S100B	27.4677722118959	13.0343517495396	-1.07542107095763	2.16654825135896e-19	1.44035025466512e-18
EGOT	6.36758729863693	3.17701086556169	-1.00307680960023	7.03484707799755e-24	8.01925667911201e-23
RNU6-853P	2.21845597893432	0.87977744014733	-1.33434541362041	8.84637438598286e-09	2.01739337991359e-08
CIDEC	22.1505011152416	8.58334493554328	-1.36772745584541	2.4122221996514e-15	1.04926449737571e-14
RNA5SP217	1.84318416976456	0.87755423572744	-1.07064003475563	4.22105867988366e-17	2.20182679583071e-16
SNORA12	14.0741932465923	0.961434069981584	-3.87172048842443	1.16835553168901e-06	2.16302633568107e-06
SNORD53B	1.45360452292441	0.718049355432781	-1.01747989683463	7.76027027244436e-08	1.61446479363093e-07
AC080188.2	2.389656133829	1.16361362799263	-1.03819093436881	3.80698987937207e-07	7.39304031202533e-07
RNU7-45P	2.34294312267658	1.12196602209945	-1.06229294606944	1.08762967266963e-10	2.97796313418383e-10
TCAP	2.35875833333333	7.73286132596685	1.71297472653331	0.0194466401756905	0.0237258723056819
PADI3	1.4978220260223	4.8407741252302	1.69237156805957	0.00107512198419016	0.00149776037214173
RN7SL674P	4.5498218401487	1.00464732965009	-2.17912090590939	3.55771636460918e-09	8.42918000809926e-09
PDE1C	1.64590864312268	0.651291436464088	-1.33750909799581	1.17644107752305e-43	4.27999276267375e-41
AL390760.1	3.08539773853779	1.48268563535912	-1.05724373460869	5.22607856880025e-19	3.31579656578536e-18
AP001363.1	1.43459708798017	0.68346408839779	-1.06970816675483	4.82494972838641e-20	3.4519588035849e-19
INMT	5.55226923791822	2.73469097605893	-1.02169971242128	3.01685615739422e-23	3.19413148206091e-22
SIRLNT	6.15348107187113	16.3982669429098	1.41406866087237	0.00334772230048515	0.004422334951792
LOXL4	13.1258137546468	6.35650727440147	-1.04610070045015	1.08148898635249e-20	8.45946028254402e-20
NGFR	18.5472954151177	7.77193103130755	-1.25486382346166	1.0530779541074e-28	2.3174491553774e-27
SNORA63C	2.22783125774473	0.589223848987109	-1.91875223288203	4.97421624270462e-06	8.67191308462544e-06
ACTL8	4.98831586121437	15.1782103130755	1.6053769653868	9.35079389891131e-14	3.45631700988942e-13
AC104564.4	0.925091418835192	2.10177366482505	1.18393947021219	0.000887254950450693	0.00124547840060392
GSTA2	0.688998760842627	1.67180994475138	1.27883755443592	4.96223697059469e-08	1.04998502611309e-07
AF178030.1	5.08690077447336	0.686810313075506	-2.8888033451598	4.8565726690847e-09	1.13384128985089e-08
CYP4F8	12.5489865241636	5.9656379373849	-1.07282252823196	1.11059639913068e-06	2.06122737748133e-06
PTCH2	2.98022679677819	1.39217670349908	-1.09807978629198	7.92148076066203e-45	4.36933546859871e-42
SYNM	37.904269330855	14.3872460405157	-1.39756989232674	5.4561127587595e-28	1.08104370871412e-26
RNVU1-29	6.22337540272615	0.334817219152855	-4.21625164366244	3.93961387054115e-11	1.1283661234905e-10
ADIPOQ	28.8237579615861	12.1044160220994	-1.25172496419987	4.23581175168996e-14	1.62031644613303e-13
FAT4	2.95988906443618	1.36514456721915	-1.11648936622369	2.64051867248678e-41	5.13070781600585e-39
LINC02587	1.59033432465923	0.642475138121547	-1.3076175524083	8.27086648724851e-19	5.15579825247766e-18
LIN28A	0.640331443618339	2.08219990791897	1.70121782492377	0.00286715268360396	0.00381610054774999
GRIK1	2.21010223048327	0.549425782688766	-2.00811658655765	1.57102898802303e-26	2.55594906433928e-25
MIR3671	5.86882735439901	2.82007163904236	-1.05734045615061	5.95195727995675e-29	1.34976813700239e-27
AC036108.3	1.9935709417596	0.706766850828729	-1.49604866443571	4.94869544300568e-39	6.26798099110771e-37
IGHV1-45	6.72247357496902	3.30402329650092	-1.02476831992953	5.82702911193859e-10	1.48866533370743e-09
RN7SL767P	1.94348522304833	0.881868876611418	-1.14001007314984	2.93312559083622e-05	4.73012491537381e-05
AC064799.2	2.05348640024783	0.288905432780847	-2.82940615400043	3.28967855201343e-06	5.84357090804879e-06
SVEP1	9.17523289962825	4.39117513812155	-1.06313770286382	2.32666868827406e-31	8.00477020136784e-30
IGHD	28.2495375774473	13.2995833333333	-1.08684620414069	5.31385224698574e-15	2.22863771329922e-14
LRRN1	21.3360869578686	10.5994256906077	-1.00930951263195	9.10915876010913e-25	1.16150265204404e-23
CSAG1	2.36508990086741	6.10371132596685	1.36779170799528	0.000631380577646369	0.000897719648858745
RNU6-342P	2.20530802354399	0.586314364640884	-1.91123386826103	2.10504598587295e-17	1.13260482418004e-16
MICU3	2.00581632589839	0.971855064456722	-1.0453764216131	3.43642258497211e-47	3.67246186127738e-44
AC009630.4	2.13706806071871	1.02883554327808	-1.05462046569876	0.00231565361238959	0.00311774496994091
TRABD2B	3.86797187112763	1.37392495395948	-1.49327409927637	1.11677832033293e-38	1.33537010485124e-36
AC053513.2	2.13621310408922	0.837174125230203	-1.35145594677757	1.45303546847886e-50	2.732154057902e-47
SLC6A4	11.9287540892193	5.79113830570902	-1.04252450993048	2.0802108091592e-11	6.13585037533434e-11
PAMR1	8.37115309789343	4.10869162062615	-1.02674731024589	7.89724634578667e-20	5.52064657672143e-19
TP63	11.451724070632	4.13972569060773	-1.46795773498315	1.57912142114866e-32	6.47515519909375e-31
NR3C2	5.78146232961586	2.80378443830571	-1.04405901006924	3.29035933471003e-44	1.48057511221597e-41
AP001429.1	1.79125263320942	0.722117219152855	-1.31066387565092	1.28878376171579e-11	3.87496281722847e-11
AC007878.1	2.3432822180917	0.625206261510129	-1.90612658638418	6.37614027382079e-38	6.41327191423892e-36
OSR1	8.02879017967782	3.44506372007366	-1.22065194390784	1.5415931414239e-35	1.05275415616533e-33
RNF150	5.73183773234201	2.81035883977901	-1.02824341538245	2.95319414358352e-35	1.93473818625037e-33
COL17A1	32.9630479244114	11.0165453959484	-1.58117775748344	2.33463518953533e-29	5.68659930282972e-28
AC020913.3	2.59000780669145	1.0732953038674	-1.27090937610217	2.33428087104913e-19	1.54644977195153e-18
TNMD	3.66038711276332	1.0724120626151	-1.77113688002633	2.25270283679121e-16	1.09335696299441e-15
SOWAHA	14.9093452292441	7.13162025782689	-1.0639151104917	1.66678356865123e-08	3.70086410037006e-08
PPIAP53	2.96139758364312	1.43075561694291	-1.04950092241763	2.90779166024824e-42	7.20584486936009e-40
CR2	5.80407667286245	1.72883370165746	-1.74726747649087	5.23927627181596e-09	1.21952606822463e-08
PZP	2.25565994423792	0.153999539594843	-3.87255164536001	3.75504692666883e-28	7.59852631942134e-27
NPY2R	2.35489157372986	0.190689042357274	-3.62636678639333	8.88897933439192e-26	1.32167528381537e-24
TRBJ1-5	7.74364866790582	3.70687523020258	-1.06280994224102	1.89155524806915e-13	6.76504981943828e-13
SNORD117	3.92930102230483	1.86424079189687	-1.07568448077362	1.24005071432347e-16	6.17641338893592e-16
AC104695.3	3.8423647149938	1.5828423572744	-1.27947688743035	1.47664392772722e-07	2.98135960800658e-07
CTSG	7.74146753407683	3.54585570902394	-1.12647325096918	5.17520423647333e-19	3.28495471607941e-18
CBLN4	1.7254876394052	0.81565211786372	-1.08097827146524	7.2547241202605e-21	5.79937016046444e-20
AL139407.1	2.20125061957869	1.0488546961326	-1.06950858320223	2.52186966406039e-40	4.14629321017006e-38
ATP1B3-AS1	2.01596824659232	0.992886372007367	-1.02177238792885	3.02911678412181e-31	1.01558564493527e-29
GSTA3	1.18632041511772	3.0542623388582	1.36433026218572	0.0270382903412925	0.0324873674756349
AC093001.1	214.211861276332	558.511752209945	1.38254927144521	2.17872201152335e-06	3.93597122821318e-06
MS4A1	11.6041798946716	4.07583406998158	-1.50947734160939	2.76900771824126e-10	7.28867964504423e-10
TMC3	2.01277196406444	0.920509576427256	-1.12867909644934	7.77138376725313e-15	3.20740745923875e-14
FGF2	6.81305399628253	3.14769438305709	-1.11400616772879	2.97301226332565e-48	3.91042589927733e-45
AC024940.1	4.07801251548947	1.91423443830571	-1.09109867399281	1.72353730527073e-14	6.86804110529578e-14
COL11A2	8.92300331474597	1.74743674033149	-2.35228914688795	1.63031551679436e-07	3.27808761069797e-07
MYBL2	49.8013708798017	106.447259300184	1.09588144422337	3.2125926624405e-40	5.1822756542519e-38
LCAL1	1.13557472118959	3.45480377532228	1.60518113230106	1.70122040230256e-06	3.10450028377497e-06
CCN3	15.6682607496902	7.8152635359116	-1.00347861499418	1.02010991198776e-30	3.1542241202674e-29
RNY4P25	2.09243859975217	0.774884346224678	-1.43313238406512	4.91550344903055e-13	1.69047050432368e-12
AC012467.1	7.12773444857497	3.30638186003683	-1.10819023498418	4.57686042353572e-25	6.13320818041045e-24
KLK13	7.42395015489467	3.47328720073665	-1.09588531423686	2.94356558427977e-10	7.72437506531611e-10
PREX2	3.84999498141264	1.91635460405157	-1.00649202179286	6.39204975018654e-40	9.50414423290779e-38
AC092279.2	2.7165217472119	1.34326556169429	-1.01601604487826	3.09449781544761e-26	4.87226686430375e-25
AC006946.3	1.53799606567534	0.72124926335175	-1.09248196739362	4.07499297784385e-22	3.7301019768818e-21
GATA4	0.821909448574969	1.81695930018416	1.14447474047637	0.0190159277075765	0.0232302170373545
MYH11	20.1618379491945	6.64048296500921	-1.60226708233574	1.35700424328564e-36	1.09856698392414e-34
PRDX3P1	1.70756276332094	0.768088766114181	-1.15259365292788	2.40986807203198e-44	1.11368470712635e-41
AC093110.1	2.25499690210657	1.12430810313076	-1.0040880085349	1.02368309867459e-36	8.37509918863005e-35
MYOC	8.08205684634449	0.185993554327808	-5.44139796875938	1.76587586628849e-18	1.06469363320405e-17
CPLX2	3.13072190210657	7.15725009208103	1.19291003040841	2.37319094461697e-05	3.85660444421266e-05
AC093797.1	1.46334603469641	0.66305	-1.14208138933394	7.74996619413644e-35	4.66678298256223e-33
ABI3BP	12.1997186802974	5.77350957642726	-1.07932741035164	2.22848463052961e-30	6.45845062668234e-29
AK5	11.5706960346964	4.84632615101289	-1.25551224777089	3.9455855734233e-23	4.1212930800223e-22
NTNG1	2.94153150557621	1.17265801104972	-1.32678515515261	2.08755669218948e-13	7.42720180602329e-13
TIMM9P2	2.07865604089219	0.738296685082873	-1.49337846648307	2.35077803051032e-17	1.25848320424846e-16
MIR23B	1.7215709417596	0.498515745856354	-1.7880146534303	1.42419694315049e-19	9.68220550541554e-19
TCEAL5	2.26336087360595	0.650518876611418	-1.79880380191062	3.85814723854647e-32	1.49932862799787e-30
ADCYAP1R1	1.72236217472119	0.833416390423573	-1.04727916327165	2.4655289805537e-28	5.1468602854888e-27
MYBPC1	31.5298727385378	13.0936513812155	-1.2678518742402	1.04207992766141e-18	6.43500349696008e-18
PLIN4	47.195841047088	19.8893296500921	-1.24666508080619	5.59136806009527e-19	3.53444741070495e-18
AC007919.1	2.46883373605948	1.04927034990792	-1.23444323764421	3.29035282600247e-12	1.04829034790043e-11
TUNAR	2.03009823420074	0.62334650092081	-1.7034432942709	1.67703442096271e-11	4.98186441348877e-11
SORCS1	5.0606655204461	2.14230561694291	-1.24016281733517	9.32727476729272e-25	1.18577748138244e-23
AC080162.1	1.57771765799257	0.761328913443831	-1.0512472750988	2.88676495587433e-24	3.43738119641331e-23
KLHDC7A	25.153782063197	11.9043523020258	-1.07928620868769	7.22349301766179e-08	1.50756141961429e-07
AC122129.1	2.25546180297398	1.0880650092081	-1.05165809708081	9.81832541621392e-39	1.18227849501297e-36
IGKV2OR22-4	5.65574098513011	1.94165368324125	-1.54243014875302	2.75844390749665e-09	6.59857755655921e-09
TLR10	2.79690641263941	1.31469290976059	-1.08910613108813	3.8993309870769e-24	4.57302198546145e-23
PDK4	57.441458983891	25.518855893186	-1.17052874426962	1.5786153022339e-25	2.26259371776173e-24
AC016747.3	1.49693280669145	0.721991620626151	-1.05195546560406	4.26856772836494e-29	9.91688037871088e-28
OXTR	17.4400218711276	6.44603922651934	-1.43591697649971	8.97836819417884e-11	2.47894587037404e-10
L3MBTL4	3.0135823110285	1.44618959484346	-1.05922276876824	1.16661276266512e-36	9.49900553752899e-35
CHRNA6	2.80355545229244	1.00201721915285	-1.48435030482572	3.85834138333867e-19	2.49051639538346e-18
ACTA2-AS1	3.4934698574969	1.12142955801105	-1.63932169123741	7.39538977581052e-39	9.03241212689886e-37
AC063961.1	3.05561332094176	1.38840193370166	-1.13803670642631	1.00574680448576e-08	2.2814094733221e-08
RAD17P1	2.4631958488228	1.22082302025783	-1.0126772696565	2.34313954250442e-17	1.25517991971438e-16
INSYN2B	1.88269024163569	0.747003775322284	-1.33360821390933	6.1627238951299e-21	4.94724957196367e-20
NAV3	5.70383550185874	2.19400957642726	-1.37836255233729	1.28983136415748e-29	3.26738170307093e-28
ABCB1	3.99425371747212	1.76359732965009	-1.17940477896379	1.80072251529945e-41	3.62241815165945e-39
RNU6-126P	1.56864507434944	0.704045211786372	-1.15577897862294	6.36457219456052e-09	1.46925637849049e-08
AC079296.1	1.63838968401487	0.541088305709024	-1.59834257019903	3.76528250669824e-24	4.41884458353008e-23
C6orf15	20.7791006195787	6.05991372007366	-1.7777640533876	6.76667227172623e-09	1.55913393308512e-08
PRELP	53.4755387546468	24.2091269797422	-1.14332805794904	7.41635907835233e-33	3.22677668907752e-31
AC018638.3	1.5695947645601	0.771079742173112	-1.02544016344151	1.08082104116252e-08	2.44230989597435e-08
LINC00992	2.06314219330855	4.1696349907919	1.01507783961857	9.90434604613433e-07	1.84542239340581e-06
AC009754.1	1.47574163568773	0.678809116022099	-1.12036232009932	4.93274364480688e-16	2.31399131913725e-15
PTGDR	1.88581006815366	0.912541804788214	-1.04722182305766	1.28065511258211e-18	7.83187473892757e-18
TMEM161BP1	1.736939622057	0.560575506445672	-1.63156699090438	4.37523387680817e-15	1.8494962684683e-14
LINC01152	3.03271960966543	0.687984806629834	-2.14016350954661	2.59038798081416e-35	1.71678465441633e-33
SNORA73B	203.745427757125	10.1533515653775	-4.3267397474264	7.10486488092744e-07	1.3429812580033e-06
IGLV1-36	46.9056790892193	20.8296135359116	-1.17112653467351	4.29735375101861e-07	8.29725065364354e-07
SPDYC	12.4049746282528	29.8548518416206	1.2670466246734	1.4835631442764e-09	3.64370097730281e-09
RN7SL648P	2.54070412019827	0.250852209944751	-3.34031882187745	4.60977602877379e-06	8.06533923217058e-06
TMEM26	12.516762732342	5.87873637200737	-1.09028349192295	1.22647586551364e-20	9.53683984739324e-20
GREM2	2.24789984510533	1.11858710865562	-1.00690014894337	2.21612412833414e-20	1.66345506893703e-19
SNORA23	21.0491737298637	0.881722283609576	-4.5772954710795	0.000430127721680586	0.000620968753209755
KLF7-IT1	1.43324033457249	0.64607467771639	-1.14950771368198	9.98942618619045e-14	3.67885415372971e-13
KLK12	6.00840123915737	2.10573112338858	-1.51265992552476	0.00843950780627342	0.0107021020453478
SLC4A4	4.25407131350681	1.83672145488029	-1.21171136487173	3.98193066452949e-18	2.30725287810199e-17
